Categoria,Posicao,Cod_dekoreba,English,Portuguese,Spanish,French,German,Italian
adjetivos,3,1531,significative,significante,que tiene importancia,expressif,bedeutungsvoll,pregnante
adjetivos,1,1533,shy,tímido,tímido,timide,schüchtern,timido
adjetivos,2,1533,timid,medonho,encogido,peureux,furchtsam,angoscioso
adjetivos,3,1533,afraid,timorato,modesto,craintif,bang,pauroso
adjetivos,1,1534,whole,inteiro,entero,tout le,ganz,tutta
adjetivos,2,1534,all,todo,todas,tous les,all,tutto
adjetivos,3,1534,complete,toda,todos,toute la,alle,tutta la
adjetivos,1,1535,sad,triste,aburrido,maussade,brummig,afflitto
adjetivos,2,1535,cross,aborrecedor,bronco,triste,düster,brusco
adjetivos,3,1535,bleak,arisco,brusko,sombre,langweilig,rude
adjetivos,1,1536,calm,tranquilo,tranquilo,calme,friedlich,calmo
adjetivos,2,1536,serene,calma,pacífico,paisible,gelassen,freddo
adjetivos,3,1536,tranquil,calmo,sosegado,tranquille,geräuschlos,imperturbabile
adjetivos,1,1537,transparent,transparente,transparente,transparent,durchsichtig,trasparente
adjetivos,2,1537,clear,claro,claro,limpide,transparent,distinto
adjetivos,3,1537,distinct,distinto,comprensible,transparence,anschaulich,effetto cristallo
adjetivos,1,1538,threefold,triplo,triple,tripler,dreifach,triplo
adjetivos,2,1538,treble,Rebatida tripla,tres veces,triple,dreimalig,ternario
adjetivos,3,1538,three-bagger,-,terna,trois,dreifältig,tripla
adjetivos,1,1540,average,modelar,típico,représentatif,typisch,classico
adjetivos,2,1540,classic,típico,característico,typique,originell,tipico
adjetivos,3,1540,representative,original,clásico,classique,klassisch,caratteristico
adjetivos,1,1541,tactile,tátil,háptico,haptique,haptisch,tattile
adjetivos,2,1541,haptic,táctil,táctil,tactile,fühlbar,aptico
adjetivos,1,1542,staff member,funcionário,funcionario,fonctionnaire,Mitarbeiter,tecnico
adjetivos,2,1542,technical,membro do corpo técnico,técnico,membre des services du FMI,Stabsangehöriger,tecnologico
adjetivos,3,1542,technician,técnico,proficiente,membre du personnel,Stabsmitglied,CT
adjetivos,1,1545,tongs,pinça,pinzas,pinces,Nudelzange,tenaglie
adjetivos,2,1545,firm,tenaz,coherente,tenaille,Salatzange,tenace
adjetivos,3,1545,tenacious,coerente,tenaz,opiniâtre,Zange,pinza
adjetivos,1,1546,tense,tenso,tenso,temps,angespannt,teso
adjetivos,2,1546,tight,irritável,rígido,tendu,gespannt,tirato
adjetivos,3,1546,taut,teso,tirante,coincé,prall,nervoso
adjetivos,1,1547,earthly,terrestre,terrestre,terrestre,terrestrisch,terrestre
adjetivos,2,1547,terrestrial,mundano,mundano,terre,erdig,terricolo
adjetivos,3,1547,Earthbound,terráqueo,universal,planétaire,irdisch,mondano
adjetivos,1,1549,theorist,teórico,teórico,théorique,theoretisch,teorico
adjetivos,2,1549,theoretical,teorista,especulativo,théoricien,Theoretiker,campato in aria
adjetivos,3,1549,ideologue,-,teoretico,théoricienne,Theoretikerin,concettuale
adjetivos,1,1551,titanic,titânico,titánico,titanesque,titanisch,titanico
adjetivos,1,1552,singular,simples,única,singulier,einzig,solo
adjetivos,2,1552,only,único,único,singulière,einzigartig,nubile
adjetivos,3,1552,unique,singular,lenguado,unique,Seezunge,singolo
adjetivos,1,1553,urban,urbano,urbano,urbain,städtisch,urbano
adjetivos,2,1553,city,citadino,zona urbana,zone urbaine,urban,area urbana
adjetivos,3,1553,urbane,metropolitano,área urbana,municipal,städtisches Gebiet,zona urbana
adjetivos,1,1554,handy,prático,hábil,utile,anstellig,utile
adjetivos,2,1554,useful,útil,práctico,commode,handlich,ameno
adjetivos,3,1554,helpful,cômodo,útil,convenable,nützlich,gradevole
adjetivos,1,1555,even,constante,constante,uniforme,gleichförmig,uniforme
adjetivos,2,1555,uniform,padronizado,uniforme,monotone,Uniform,divisa
adjetivos,3,1555,consistent,uniforme,uniform,costume,uniform,unito
adjetivos,1,1556,universal,universal,universal,universel,allgemein,universale
adjetivos,2,1556,broad,geral,general,universelle,universell,generale
adjetivos,3,1556,general,genérico,mundial,général,global,globale
adjetivos,1,1557,urgent,urgente,urgente,urgent,dringend,urgente
adjetivos,2,1557,urgently,insistente,importantísimo,critique,unverzüglich,legante
adjetivos,3,1557,pressing,-,apremiante,moment,vordringlich,insistente
adjetivos,1,1558,second hand,usado,desgastado,porté,getragen,usato
adjetivos,2,1558,worn,vestido,portado,usé,alt,logoro
adjetivos,3,1558,pre-owned,de segunda mão,puesto,occasion,angewendet,indossato
adjetivos,1,1559,utopian,utópico,utópico,utopique,utopisch,utopico
adjetivos,2,1559,fanciful,-,-,utopien,-,utopistico
adjetivos,1,1560,behind,ultrapassado,obsoleto,démodé,ohne jeden Schick,obsoleto
adjetivos,1,1561,ultraviolet,ultravioleta,radiación ultravioleta,ultraviolet,ultraviolett,ultravioletto
adjetivos,2,1561,UV,Radiação ultra-violeta,ultravioleta,ultra-violet,Ultraviolett,ultravioletta
adjetivos,3,1561,ultraviolet illumination,radiação ultravioleta,-,ultraviolette,UV-Licht,radiazione ultravioletta
adjetivos,1,1562,threshold,limiar,umbral,seuil,Schwelle,soglia
adjetivos,2,1562,doorpost,limite,jamba,jambage,Türpfosten,stipite
adjetivos,3,1562,jamb,padrão mínimo,jamba de puerta,montant de porte,Eingangsstufe,montante
adjetivos,1,1563,unanimous,unânime,unánime,unanime,einstimmig,a una voce
adjetivos,2,1563,consentaneous,-,sólido,solide,einhellig,unanime
adjetivos,3,1563,consentient,-,-,-,einmütig,plebiscitario
adjetivos,1,1564,united,unido,unido,unis,vereinigt,unito
adjetivos,2,1564,joined,casado,-,uni,verbunden,uniti
adjetivos,3,1564,linked,-,-,unie,verknüpft,in comune
adjetivos,1,1565,ancient,antigo,anciano,antique,antik,antico
adjetivos,2,1565,antique,velho,antiguo,ancien,alt,vecchissimo
adjetivos,3,1565,old,vetusto,antigua,vieux,altertümlich,vecchio
adjetivos,1,1566,green,verde,verde,vert,grün,verde
adjetivos,2,1566,blue,acídulo,inexperto,verte,Grün,acerbo
adjetivos,3,1566,unripe,levemente ácido,inmaduro,verdâtre,Grünfläche,verdeggiante
adjetivos,1,1567,red,vermelho,colorado,rouge,rot,rosso
adjetivos,2,1567,pinko,encarnado,rojo,cerise,Rot,vermiglio
adjetivos,3,1567,red snapper,vermelha,rojizo,rougeâtre,orange,rosso in viso
adjetivos,1,1568,warm,acalorado,caliente,chaud,heiß,caldo
adjetivos,2,1568,active,calmoso,acalorado,actif,warm,operoso
adjetivos,3,1568,adroit,quente,activo,vif,agil,attivo
adjetivos,1,1569,brave,animoso,bravo,brave,artig,bravo
adjetivos,2,1569,gallant,bravo,leal,vaillant,beherzt,coraggiosa
adjetivos,3,1569,good,corajoso,osado,hardi,brav,animoso
adjetivos,1,1570,assorted,sortido,surtida,assorti,multipel,multiplo
adjetivos,2,1570,miscellaneous,variado,surtido,miscellanées,vielfach,vario
adjetivos,3,1570,mixed,sotido,de muchas clases,mélagnes,allerlei,diverso
adjetivos,1,1571,void,vazio,vacío,vide,leer,vacuo
adjetivos,2,1571,empty,vácuo,vacía,creux,hohl,vuota
adjetivos,3,1571,hollow,oco,ahuecado,inconsistant,unvermögend,vuoto
adjetivos,1,1572,fast,rápido,rápido,rapide,fix,rapido
adjetivos,2,1572,prompt,veloz,veloz,prompt,flink,svelto
adjetivos,3,1572,quick,ágil,rápida,jeûner,geschwind,veloce
adjetivos,1,1573,true,verdadeiro,real,vrai,wahr,vero
adjetivos,2,1573,real,justo,cierto,réel,treu,attivo
adjetivos,3,1573,correct,que tem razão,verdadero,effectif,echt,reale
adjetivos,1,1574,all-round,versátil,versátil,versatil,flatterhaft,versatile
adjetivos,1,1575,vet,veterano,veterano,ancien,Veteran,veterano
adjetivos,2,1575,senior,-,-,vétéran,altgedient,ex combattente
adjetivos,3,1575,gaffer,-,-,destrier,Haudegen,reduce
adjetivos,1,1576,active,activo,acalorado,actif,agil,operoso
adjetivos,2,1576,adroit,agencioso,activo,vif,aktiv,attivo
adjetivos,3,1576,alert,alerta,animado,vigilant,arbeitend,acre
adjetivos,1,1577,horrendous,vil,pequeño,vil,mies,vile
adjetivos,2,1577,horrid,ruim,vil,méprisable,scheußlig,scadente
adjetivos,3,1577,lousy,sem valor,bajo,piètre,schlecht,abietto
adjetivos,1,1578,violent,violento,activo,énergique,aktiv,attivo
adjetivos,2,1578,active,activo,drástico,radical,arbeitend,violento
adjetivos,3,1578,energetic,agencioso,violento,fougueux,berufstätig,rosso
adjetivos,1,1579,virtual,virtual,virtual,virtuel,eigentlich,virtuale
adjetivos,1,1580,visible,visível,visible,visible,sichtbar,visibile
adjetivos,2,1580,manifest,manifesto,manifiesto,évident,erkennbar,manifesto
adjetivos,3,1580,visible light,luz visível,ostensible,manifeste,manifest,vedibile
adjetivos,1,1581,vital,vital,vital,vital,lebenswichtig,vitale
adjetivos,2,1581,life-serving,-,enérgico,essentiel,vital,pieno di vitalità
adjetivos,1,1582,xenophobic,xenófobo,xenófobo,xénophobe,Fremdenfeind,xenofobo
adjetivos,2,1582,xenophobe,xenofóbico,xenófoba,-,Fremdenhasser,xenofobico
adjetivos,1,1584,quizzical,zombeteiro,burlón,moqueur,spöttisch,beffardo
adjetivos,2,1584,wry,zombador,sarcástico,railleur,-,canzonatorio
adjetivos,3,1584,derisive,escarninho,socarrón,goguenard,-,derisorio
adverbios,1,1585,above,acima,sobre,au-dessus de,über,sopra
adverbios,2,1585,up,sobre,arriba,au dessus,nach oben,sù
adverbios,3,1585,on top,cima,superior,dessus,oben,alto
adverbios,1,1586,down,abaixo,hacia abajo,en bas,herab,sotto
adverbios,2,1586,below,debaixo,abajo,à bas,herunter,abbasso
adverbios,3,1586,downstairs,de forma descendente,bajo,au dessous,hinab,successivo
adverbios,1,1587,up,adiante,adelante,en avant,vorwärts,avanti
adverbios,2,1587,ahead,frente,ante,devant,voran,davanti
adverbios,3,1587,forward,ante,delante,avant,weiter,anteriormente
adverbios,1,1588,ahead,anteriormente,anteriormente,auparavant,davor,davanti
adverbios,2,1588,before,antes,delante,autrefois,früher,ancor prima
adverbios,3,1588,beforehand,em lugar anterior,antes,avant,im voraus,un tempo
adverbios,1,1589,now,agora,ahora,maintenant,jetzt,adesso
adverbios,2,1589,at present,já,ya,présentement,nun,ora
adverbios,3,1589,currently,presentemente,actualmente,à présent,gegenwärtig,presente
adverbios,1,1590,there,ali,ahí,là,da,ivi
adverbios,2,1590,over there,aí,allá,là-bas,dort,là
adverbios,3,1590,yonder,lá,allí,y,da drüben,laggiú
adverbios,1,1591,tomorrow,amanhã,mañana,demain,morgen,domani
adverbios,2,1591,morrow,manhã,-,après-demain,Morgen,indomani
adverbios,3,1591,day after,futuro,-,lendemain,Folgetag,futuro
adverbios,1,1592,after,após,después,après,hinter,dietro
adverbios,2,1592,behind,atrás de,después de,derrière,nach,dopo
adverbios,3,1592,next,depois de,detrás de,aprés,Maßnahmen zur Wiederbelebung,atto del risuscitare
adverbios,1,1593,here,aqui,acá,ici,hier,qua
adverbios,2,1593,hither,qui,aquí,là,da,qui
adverbios,3,1593,over here,cá,en ésta,ci,hierher,quite
adverbios,1,1594,over there,acolá,ahí,là,da,laggiú
adverbios,2,1594,there,ali,allí,y,da drüben,li
adverbios,3,1594,yonder,além,más allá,là-bas,daselbst,là
adverbios,1,1595,through,através,a través,à travers,kreuzweise,attraverso
adverbios,1,1596,behind time,atrasado,no explotado,arriéré,rückständig,non sfruttato
adverbios,2,1596,overdue,retrógrado,subdesarrollado,en retard,unterentwickelt,in ritardo
adverbios,3,1596,slow,-,atrasado,sous-développé,verspätet,arretrato
adverbios,1,1597,ahead,avante,adelante,en avant,vorwärts,avanti
adverbios,1,1598,accidentally,acidentalmente,accidentalmente,accidentellement,versehentlich,casualmente
adverbios,2,1598,by chance,Casualmente,incidentalmente,par accident,zufällig,inavvertitamente
adverbios,3,1598,circumstantially,por acaso,casualmente,fortuitement,zufälligerweise,involontariamente
adverbios,1,1599,welcome,bem,bienvenido,bienvenu,Willkommen,benvenuto
adverbios,2,1599,good,com efeito,bien,bon,das Gute,bene
adverbios,3,1599,well,de facto,bienes mercancía,bons,gut,merce
adverbios,1,1600,brief,breve,corto,court,kurz,corto
adverbios,2,1600,short,curto,entrante,prochain,baldig,seguente
adverbios,3,1600,ahead,iminente,próximo,bientôt,kommend,breve
adverbios,1,1601,enough,bastante,bastante,assez,genug,abbastanza
adverbios,2,1601,way,suficiente,muy,passablement,sehr,basta
adverbios,3,1601,fairly,assaz,varias,suffisamment,genügend,piuttosto
adverbios,1,1604,shortly,cedo,temprano,tôt,bald,presto
adverbios,2,1604,soon,logo,pronto,bientôt,demnächst,di buon’ora
adverbios,3,1604,early,brevemente,luego,précoce,nächstens,dopo
adverbios,1,1605,fence,cerca,cerca,clôture,Zaun,attorno
adverbios,2,1605,about,aproximadamente,cerramiento,environ,etwa,circa
adverbios,3,1605,approximately,cercado,a eso de,à peu près,annähernd,verso
adverbios,1,1606,altogether,completamente,completamente,complètement,ganz,completamente
adverbios,2,1606,even,exatamente,enteramente,exactement,gar,esattamente
adverbios,3,1606,fully,absolutamente,entero,entièrement,gänzlich,interamente
adverbios,1,1607,constantly,constantemente,incesantemente,constamment,beständig,continuamente
adverbios,2,1607,ever,continuamente,constantemente,continuellement,immer,costantemente
adverbios,3,1607,every now and then,eternamente,perpetuamente,immuablement,stets,incessantemente
adverbios,1,1608,correctly,adequadamente,justamente,bien,genau,correttamente
adverbios,2,1608,precisely,corretamente,correctamente,convenablement,richtig,corretto
adverbios,3,1608,properly,justamente,verdaderamente,correctement,wahrhaft,propriamente
adverbios,1,1609,cautiously,cautelosamente,a conciencia,prudemment,vorsichtig,accuratamente
adverbios,2,1609,gingerly,cuidadosamente,cuidadosamente,précautionneusement,-,attentamente
adverbios,3,1609,warily,com cautela,minuciosamente,soigneusement,-,cautamente
adverbios,1,1611,consequently,consequentemente,consecuentemente,en conséquence,logischerweise,così
adverbios,2,1611,therefore,assim,consiguientemente,ainsi,darum,indi
adverbios,3,1611,hence,assim sendo,por consiguiente,donc,deshalb,perciò
adverbios,1,1612,gamely,corajosamente,abaldonadamente,audacieusement,heldenhaft,ardimentosamente
adverbios,2,1612,bravely,-,con valentía,courageusement,kühn,arditamente
adverbios,3,1612,courageously,-,-,gaillardement,mutig,bravamente
adverbios,1,1613,chronically,cronicamente,crónicamente,chroniquement,chronisch,cronicamente
adverbios,1,1614,interestingly enough,curiosamente,curiosamente,curieusement,merkwürdigerweise,balordamente
adverbios,2,1614,intriguingly,estranhamente,con curiosidad,bizarrement,seltsamerweise,bizzarramente
adverbios,3,1614,oddly,interessantemente,inquisitivamente,intéressant,interessant,curiosamente
adverbios,1,1615,next,a seguir,después,après,später,dopo
adverbios,2,1615,then,depois,pues,puis,danach,poi
adverbios,3,1615,afterwards,próximo,luego,ensuite,hinterher,più tardi
adverbios,1,1616,within,dentro,dentro,dans,in,dentro
adverbios,2,1616,in,adentro,adentro,dedans,innerhalb,frà
adverbios,3,1616,into,em,dentro de,en dedans,drin,in
adverbios,1,1617,slow,devagar,despacio,doucement,langsam,lentamente
adverbios,2,1617,slowly,vagarosamente,lentamente,lentement,allmählich,pian piano
adverbios,3,1617,easy,lentamente,lento,tout doucement,mählich,lento
adverbios,1,1618,aimed,directamente,directamente,directement,aufrecht,direttamente
adverbios,2,1618,completely,diretamente,seguido,de façon transparente,direkt,facilmente
adverbios,3,1618,direct,com convicção,perfectamente,-,gerade,schiettamente
adverbios,1,1621,difficultly,dificilmente,dificilmente,difficilement,schwer,difficilmente
adverbios,2,1621,hard,penosamente,difícilmente,péniblement,kaum,appena
adverbios,3,1621,hardly,logoque,apenas,lourdement,knapp,malapena
adverbios,1,1624,effectively,eficientemente,eficientemente,activement,effektiv,efficacemente
adverbios,2,1624,efficaciously,efetivamente,con eficacia,effectivement,wirksam,fattivamente
adverbios,3,1624,availably,eficazmente,eficazmente,efficacement,wirkungsvoll,validamente
adverbios,1,1625,downstairs,embaixo,abajo,dessous,unten,giù
adverbios,2,1625,underneath,para baixo,debajo,en dessous,darunter,sotto
adverbios,1,1626,upon,em cima,arriba,en haut,oben,di sopra
adverbios,2,1626,on,para cima,encima,dessus,über,sopra
adverbios,3,1626,up,sôbre,por encima,au-dessus,herauf,su
adverbios,1,1627,eventually,enfim,al final,finalement,NOT eventuell,alla fine
adverbios,2,1627,finally,eventualmente,eventualmente,à la fin,letztendlich,finalmente
adverbios,3,1627,at all,finalmente,finalmente,éventuellement,schließlich,in definitiva
adverbios,1,1629,wrong,erradamente,erradamente,abusivement,fehlerhaft,erratamente
adverbios,2,1629,erroneously,erroneamente,equivocadamente,erronément,irrtümlicherweise,erroneamente
adverbios,3,1629,mistakenly,incorretamente,erróneamente,mauvais,fälschlich,impropriamente
adverbios,1,1631,specifically,especificamente,específicamente,spécifiquement,ausdrücklich,specificamente
adverbios,2,1631,uniquely,concretamente,concretamente,particulièrement,eigens,concretamente
adverbios,3,1631,namely,-,en concreto,concrètement,extra,in particolare
adverbios,1,1632,uncannily,estranhamente,extrañamente,bizarrement,komischerweise,balordamente
adverbios,2,1632,oddly,curiosamente,-,drôle,merkwürdigerweise,bizzarramente
adverbios,3,1632,strangely,-,-,risiblement,seltsamerweise,cervelloticamente
adverbios,1,1633,eternally,eternamente,siempre,toujours,allemal,sempre
adverbios,2,1633,always,em todo o tempo,para siempre,en tous temps,allzeit,continuamente
adverbios,3,1633,aye,sempre,eternamente,éternellement,fortwährend,costantemente
adverbios,1,1634,eventually,enfim,al final,finalement,NOT eventuell,alla fine
adverbios,1,1635,easily,facilmente,fácilmente,facilement,leicht,agevolmente
adverbios,2,1635,readily,com desenvoltura,descansadamente,aisément,einfach,facilmente
adverbios,1,1636,a lot,amiúde,a menudo,beaucoup,häufig,frequentemente
adverbios,2,1636,commonly,frequentemente,con frecuencia,fréquemment,oft,sovente
adverbios,3,1636,frequently,freqüentemente,mucho,souvent,viel,spesso
adverbios,1,1637,eventually,enfim,al final,finalement,NOT eventuell,alla fine
adverbios,2,1637,after all,eventualmente,eventualmente,à la fin,letztendlich,finalmente
adverbios,3,1637,at last,finalmente,al fin,éventuellement,schließlich,infine
adverbios,1,1638,coldly,friamente,fríamente,froidement,kalt,freddamente
adverbios,2,1638,in cold blood,insensivelmente,a sangre fría,calmement,kaltblütig,serenamente
adverbios,3,1638,dispassionately,-,glacialmente,flegmatiquement,leidenschaftslos,spassionatamente
adverbios,1,1639,generally,em geral,generalmente,généralement,generell,in genere
adverbios,2,1639,broadly,geralmente,en general,ordinairement,überhaupt,di solito
adverbios,3,1639,commonly,habitualmente,genéricamente,communément,gewöhnlich,abitualmente
adverbios,1,1640,charmingly,graciosamente,graciosamente,gracieusement,anmutig,leggiadramente
adverbios,2,1640,gracefully,-,agraciadamente,affetto,graziös,graziosamente
adverbios,3,1640,elegantly,-,galanamente,avec grâce,zierlich,armoniosamente
adverbios,1,1641,sorely,grandemente,grandemente,cruellement,hoch,molto
adverbios,2,1641,amain,dolorosamente,muy,grandement,sehr,enormemente
adverbios,3,1641,big time,enormemente,penosamente,beaucoup,viel,grandemente
adverbios,1,1642,face screaming in fear,gritando,cara atemorizada,-,Vor Angst schreiender Smiley,faccina terrorizzata
adverbios,1,1645,today,hoje,hoy,aujourd’hui,heute,oggi
adverbios,2,1645,currently,atualmente,actualmente,actuellement,heutzutage,attualmente
adverbios,3,1645,now,hoje em dia,hoy día,de nos jours,Heute,oggigiorno
adverbios,1,1646,immediately,imediatamente,de inmediato,immédiatement,sofort,fra poco
adverbios,2,1646,at once,depressa,ya,tout de suite,alsbald,immediatamente
adverbios,3,1646,directly,directamente,ahora mismo,aussitôt,flugs,subito
adverbios,1,1647,accidental,desgraçadamente,desgraciadamente,malheureusement,bedauerlich,per sfortuna
adverbios,2,1647,alas,infelizmente,es una lástima,heureusement,bedauerlicherweise,regrettabilemente
adverbios,3,1647,regrettably,lamentavelmente,afortunadamente,malencontreusement,leider,per fortuna
adverbios,1,1648,early on,inicialmente,inicialmente,initialement,anfänglich,da prima
adverbios,2,1648,ab initio,de início,ingenuo,d’abord,zuerst,dapprima
adverbios,3,1648,initially,primeiramente,natural,originairement,ursprünglich,inizialmente
adverbios,1,1649,deeply,intensamente,intensamente,intensément,intensiv,intensamente
adverbios,1,1651,about,juntamente,cerca,près,beiläufig,vicino
adverbios,2,1651,close,junto,cercano,proche,dabei,prossimo
adverbios,3,1651,closely,próximo,entrante,prochain,daneben,assieme
adverbios,1,1653,accurately,exatamente,justamente,précisément,akkurat,giustamente
adverbios,2,1653,exactly,justamente,como es debido,proprement,exakt,giusto
adverbios,3,1653,faithfully,precisamente,propiamente,justement,genau,propriamente
adverbios,1,1655,side,lado,medio,face,Seite,lato
adverbios,2,1655,face,face,parte,côté,Facette,fianco
adverbios,3,1655,edge,banda,cara,flanc,Fläche,faccia
adverbios,1,1656,slowly,davagar,lentamente,lentement,langsam,lentamente
adverbios,2,1656,easy,lentamente,despacio,tout doucement,allmählich,placido
adverbios,3,1656,slow,devagar,a paso de tortuga,aisément,mählich,lungo
adverbios,1,1657,far,distante,lejano,lointain,entfernt,lontano
adverbios,2,1657,afar,longe,lejos,loin,fern,perso
adverbios,3,1657,away,fora,fuera,distant,ab,strada
adverbios,1,1659,somewhat,ligeiramente,ligeramente,assez,ein wenig,alquanto
adverbios,2,1659,faintly,fracamente,levemente,légèrement,leicht,leggermente
adverbios,3,1659,fractionally,lestamente,algo,quelque peu,irgendetwas,piuttosto
adverbios,1,1660,locally,localmente,localmente,localement,aktuell,localmente
adverbios,1,1661,legally,legalmente,legalmente,légalement,legal,legalmente
adverbios,2,1661,de jure,pela lei,-,juridiquement,rechtens,giuridicamente
adverbios,3,1661,lawfully,-,-,légitimement,gesetzlich,lecitamente
adverbios,1,1663,plus,mais,y,plus,und,più
adverbios,2,1663,and,e,más,et,ferner,e
adverbios,3,1663,both,extremamente,ya,extrêmement,fürder,estremamente
adverbios,1,1664,minus,menos,menos,moins,geringer,meno
adverbios,2,1664,except,exceto,excepto,sans,minder,meno di tutti
adverbios,3,1664,least,fora,salvo,excepté,minus,salvo
adverbios,1,1665,very,muito,muy,très,sehr,molto
adverbios,2,1665,way,assaz,mucho,beaucoup de,viel,frequentemente
adverbios,3,1665,much,bastante,a menudo,beaucoup,häufig,sovente
adverbios,1,1666,bad,mal,mal,à peine,kaum,paggio
adverbios,2,1666,evil,dano,malo,mal,kümmerlich,appena
adverbios,3,1666,badly,mau,apenas,malheur,böse,male
adverbios,1,1667,better,melhor,mejor,meilleur,besser,meglio di
adverbios,2,1667,best,único,más bien,mieux,beste,piuttosto
adverbios,3,1667,ideally,-,flor,crème,am liebsten,migliore
adverbios,1,1670,darkly,misteriosamente,misteriosamente,mystérieusement,geheim,enigmaticamente
adverbios,2,1670,uncannily,-,-,énigmatiquement,rätselhaft,misteriosamente
adverbios,3,1670,cryptically,-,-,amphigouriquement,-,occultamente
adverbios,1,1671,momentarily,momentaneamente,momentáneamente,d’un moment à l’autre,augenblicklich,per un momento
adverbios,2,1671,momently,-,en cualquier instante,momentanément,momentan,momentaneamente
adverbios,1,1673,never,jamais,jamás,jamais,nie,giammai
adverbios,2,1673,at no time,nunca,nunca,au grand jamais,niemals,mai
adverbios,3,1673,not ever,em tempo algum,no ... nunca,jamais de la vie,nimmer,non ... mai
adverbios,1,1674,of course,claro,por supuesto,bien entendu,natürlich,certo
adverbios,2,1674,naturally,de acordo,naturalmente,bien sûr,selbstverständlich,naturalmente
adverbios,3,1674,obviously,naturalmente,sin duda,naturellement,verständlich,per forza
adverbios,1,1675,inevitably,necessariamente,necesariamente,nécessairement,notwendigerweise,fatalmente
adverbios,2,1675,necessarily,forçosamente,-,absolument,nötig,inevitabilmente
adverbios,3,1675,needs,inevitavelmente,-,forcément,-,irreparabilmente
adverbios,1,1677,yesterday,ontem,ayer,hier,gestern,ieri
adverbios,1,1678,obviously,obviamente,obviamente,clairement,axiomatisch,evidentemente
adverbios,2,1678,manifestly,abertamente,aparentemente,évidemment,augenscheinlich,logicamente
adverbios,3,1678,apparently,claramente,claramente,apparemment,offenbar,ovviamente
adverbios,1,1679,occasionally,ocasionalmente,a veces,occasionnellement,gelegentlich,occasionalmente
adverbios,2,1679,from time to time,de quando em quando,de vez en cuando,de temps en temps,ab und an,a volte
adverbios,3,1679,now and then,de vez em quando,ocasionalmente,quelquefois,ab und zu,alle volte
adverbios,1,1680,officially,oficialmente,oficialmente,officiellement,offiziell,formalmente
adverbios,2,1680,formally,de forma oficial,formalmente,formellement,formell,ufficialmente
adverbios,1,1681,ordinarily,ordinariamente,ordinariamente,banalement,gewöhnlich,abitualmente
adverbios,2,1681,usually,comumente,comúnmente,communément,allgemein,comunemente
adverbios,3,1681,commonly,geralmente,corrientemente,couramment,gewöhnlicherweise,consuetamente
adverbios,1,1683,aggressively,ousadamente,audazmente,audacieusement,kaltblütig,audacemente
adverbios,2,1683,audaciously,audaciosamente,descaradamente,audacieuxse,kühn,baldanzosamente
adverbios,1,1685,few,pouco,poco,peu,wenig,poco
adverbios,2,1685,spot,reduzido,poquita,plutôt,klein,piccolo
adverbios,3,1685,little,poucos,poquito,un peu,wenige,minuscolo
adverbios,1,1686,about,perto,alrededor,autour,nah,vicina
adverbios,2,1686,close,próximo,cerca,aux environs,nächst,vicino
adverbios,3,1686,next,vizinho,próxima,proche,nahe,prossimo
adverbios,1,1687,hair,pelo,pelo,poil,Haar,peli
adverbios,2,1687,through,pela,a través de,par,durch,capelli
adverbios,3,1687,about,através de,cabello,cheveu,Fell,capello
adverbios,1,1688,might,pode ser que,puede que,peut-être,vielleicht,forse
adverbios,2,1688,perhaps,talvez,quizá,il se peut que,etwa,può essere che
adverbios,3,1688,maybe,porventura,quizás,peut-être que,möglich,può darsi
adverbios,1,1689,with a vengeance,plenamente,plenamente,pleinement,ganz,completamente
adverbios,2,1689,full,cheiamente,henchidamente,absolument,voll,pienamente
adverbios,1,1692,publicly,publicamente,públicamente,publiquement,öffentlich,pubblicamente
adverbios,2,1692,in the open,em público,en público,au grand jour,in der Öffentlichkeit,in pubblico
adverbios,1,1693,patiently,pacientemente,pacientemente,patiemment,geduldig,pazientemente
adverbios,1,1694,partially,parcialmente,parcialmente,partiellement,teils,in parte
adverbios,2,1694,partly,em parte,parte,en partie,teilweise,parte
adverbios,3,1694,in a measure,-,en parte,partie,zum Teil,parzialmente
adverbios,1,1695,for good,permanentemente,permanentemente,en permanence,permanent,definitivamente
adverbios,2,1695,for keeps,de uma vez por todas,definitivamente,continuellement,dauerhaft,permanentemente
adverbios,3,1695,permanently,definitivamente,-,continument,ein für allemal,stabilmente
adverbios,1,1696,positively,positivamente,positivamente,positivement,positiv,positivamente
adverbios,2,1696,right-down,-,-,favorablement,-,concretamente
adverbios,1,1697,almost,quase,casi,presque,fast,quasi
adverbios,2,1697,about,perto de,practicamente,aux bords de,beinahe,praticamente
adverbios,3,1697,nearly,por pouco,por poco,Presque,schier,oramai
adverbios,1,1698,just,recentemente,acabar de,venir de,gerade,recentemente
adverbios,2,1698,lately,ultimamente,recientemente,dernièrement,kürzlich,dianzi
adverbios,3,1698,recently,atualmente,últimamente,récemment,letzthin,negli ultimi tempi
adverbios,1,1699,equably,regularmente,regularmente,régulièrement,gleichmäßig,regolarmente
adverbios,2,1699,evenly,diariamente,igualmente,assidûment,regelmäßig,spesso
adverbios,3,1699,regularly,muitasvezes,uniformemente,constamment,turnusmäßig,in modo uniforme
adverbios,1,1700,relatively,relativamente,relativamente,relativement,relativ,relativamente
adverbios,2,1700,comparatively,comparativamente,comparativamente,assez,verhältnismäßig,relativo
adverbios,3,1700,-,-,-,comparativement,vergleichsweise,comparativamente
