Categoria,English,Portuguese,Spanish,French,German,Italian
adjetivos,fast,rápido,rápido,rapidement,fix,rapido
adjetivos,gay,chato,mala,mauvais,schwul,male
adjetivos,rich,rico,rica,riche,reich,ricca
adjetivos,romantic,romântico,romántico,romantique,romantisch,romantico
adjetivos,scanty,escasso,rara,insuffisant,knapp,raro
adjetivos,royal,real,real,royal,königlich,reale
adjetivos,recent,recente,reciente,récent,neu,recente
adjetivos,secluded,recluso,preso,prisonnier,Gefangener,recluso
adjetivos,round,redondo,redondo,rond,rund,tondo
adjetivos,thin,acre,acerbo,fin,beißend,acre
adjetivos,regulated,regulado,arreglado,réglé,geregelt,regolato
adjetivos,relative,relativo,relativo,relatif,relativ,relativo
adjetivos,remote,remoto,remoto,distant,abgelegen,remoto
adjetivos,sudden,repentina,repentina,soudain,jäh,improvvisa
adjetivos,strong,forte,resistente,solide,stark,resistente
adjetivos,reverent,respeitoso,respetuoso,respectueux,ehrerbietig,cerimonioso
adjetivos,right,direito,derecho,droit,gerade,diritto
adjetivos,revolutionary,revolucionário,revolucionario,révolutionnaire,revolutionär,rivoluzionario
adjetivos,stiff,rígido,adusto,rigide,starr,severo
adjetivos,beaming,contente,contento,souriant,-,sorridente
adjetivos,abrupt,brusco,abrupto,brusque,einsiblig,rude
adjetivos,radioactive,radiativo,radiactivo,radioactif,radioaktiv,radioattivo
adjetivos,branching,ramificado,dendrítico,dendritique,dendritisch,ramificato
adjetivos,learned,culto,juicioso,sage,klug,saggio
adjetivos,fast,firme,seguro,sûr,fest,fisso
adjetivos,singular,simples,simple,simple,einfach,semplice
adjetivos,singular,singular,singular,singulier,Einzahl,singolare
adjetivos,serious,sério,serio,sérieux,ernsthaft,serio
adjetivos,quiet,silenciosa,calmo,silencieuse,leise,silenziosa
adjetivos,sincere,sincero,sincero,sincère,aufrichtig,sincero
adjetivos,solitary,solitário,solitario,seul,einsam,solo
adjetivos,beaming,sorridente,reidor,-,lächelnd,sorridente
adjetivos,elusive,subtil,sutil,subtil,subtil,sottile
adjetivos,succinct,sucinto,sucinto,concis,bündig,breve
adjetivos,enough,bastante,bastante,assez,genug,abbastanza
adjetivos,superficial,superficial,superficial,superficiel,oberflächlich,basso
adjetivos,supreme,suprema,suprema,suprême,Supremum,suprema
adjetivos,amazing,surpreendente,impresionante,bonnard,überraschend,sorprendente
adjetivos,abeyant,suspenso,suspensión,veille,Standbymodus,sospensione
adjetivos,sustainable,sustentável,sostenible,durable,nachhaltig,che può essere mantenuto
adjetivos,sadistic,sádico,sádico,sadique,Sadist,sadico
adjetivos,salt,salgado,salada,salé,salinisch,salato
adjetivos,sanitary,banheiro,sanitario,hygiénique,Toilette,igienico-sanitario
adjetivos,satiric,sarcástico,satírico,satirique,satirisch,satirico
adjetivos,healthy,saudável,sana,sain,gesund,sana
adjetivos,dry,seca,seca,sec,trocken,asciutta
adjetivos,next,próximo,próxima,prochain,nächst,seguente
adjetivos,choice,seleto,excelente,choix,erlesen,di prima scelta
adjetivos,similar,semelhante,similar,similaire,ähnlich,simile
adjetivos,sensitive,sensível,sensible,sensible,empfindlich,sensibile
adjetivos,separate,separado,separado,séparé,getrennt,separata
adjetivos,calm,calmo,quieto,tranquille,sanft,calmo
adjetivos,fulsome,servil,servil,bas,knechtisch,ossequiosa
adjetivos,expressive,expressivo,importante,significatif,bedeutend,significativo
adjetivos,shy,tímido,tímido,timide,schüchtern,timido
adjetivos,whole,inteiro,entero,tout le,ganz,tutta
adjetivos,sad,triste,aburrido,maussade,brummig,afflitto
adjetivos,calm,tranquilo,tranquilo,calme,friedlich,calmo
adjetivos,transparent,transparente,transparente,transparent,durchsichtig,trasparente
adjetivos,threefold,triplo,triple,tripler,dreifach,triplo
adjetivos,average,modelar,típico,représentatif,typisch,classico
adjetivos,tactile,tátil,háptico,haptique,haptisch,tattile
adjetivos,staff member,funcionário,funcionario,fonctionnaire,Mitarbeiter,tecnico
adjetivos,tongs,pinça,pinzas,pinces,Nudelzange,tenaglie
adjetivos,tense,tenso,tenso,temps,angespannt,teso
adjetivos,earthly,terrestre,terrestre,terrestre,terrestrisch,terrestre
adjetivos,theorist,teórico,teórico,théorique,theoretisch,teorico
adjetivos,titanic,titânico,titánico,titanesque,titanisch,titanico
adjetivos,singular,simples,única,singulier,einzig,solo
adjetivos,urban,urbano,urbano,urbain,städtisch,urbano
adjetivos,handy,prático,hábil,utile,anstellig,utile
adjetivos,even,constante,constante,uniforme,gleichförmig,uniforme
adjetivos,universal,universal,universal,universel,allgemein,universale
adjetivos,urgent,urgente,urgente,urgent,dringend,urgente
adjetivos,second hand,usado,desgastado,porté,getragen,usato
adjetivos,utopian,utópico,utópico,utopique,utopisch,utopico
adjetivos,behind,ultrapassado,obsoleto,démodé,ohne jeden Schick,obsoleto
adjetivos,ultraviolet,ultravioleta,radiación ultravioleta,ultraviolet,ultraviolett,ultravioletto
adjetivos,threshold,limiar,umbral,seuil,Schwelle,soglia
adjetivos,unanimous,unânime,unánime,unanime,einstimmig,a una voce
adjetivos,united,unido,unido,unis,vereinigt,unito
adjetivos,ancient,antigo,anciano,antique,antik,antico
adjetivos,green,verde,verde,vert,grün,verde
adjetivos,red,vermelho,colorado,rouge,rot,rosso
adjetivos,warm,acalorado,caliente,chaud,heiß,caldo
adjetivos,brave,animoso,bravo,brave,artig,bravo
adjetivos,assorted,sortido,surtida,assorti,multipel,multiplo
adjetivos,void,vazio,vacío,vide,leer,vacuo
adjetivos,fast,rápido,rápido,rapide,fix,rapido
adjetivos,true,verdadeiro,real,vrai,wahr,vero
adjetivos,all-round,versátil,versátil,versatil,flatterhaft,versatile
adjetivos,vet,veterano,veterano,ancien,Veteran,veterano
adjetivos,active,activo,acalorado,actif,agil,operoso
adjetivos,horrendous,vil,pequeño,vil,mies,vile
adjetivos,violent,violento,activo,énergique,aktiv,attivo
adjetivos,virtual,virtual,virtual,virtuel,eigentlich,virtuale
adjetivos,visible,visível,visible,visible,sichtbar,visibile
adjetivos,vital,vital,vital,vital,lebenswichtig,vitale
adjetivos,xenophobic,xenófobo,xenófobo,xénophobe,Fremdenfeind,xenofobo
adjetivos,quizzical,zombeteiro,burlón,moqueur,spöttisch,beffardo
adjetivos,wished-for,ansiado,-,-,-,-
adjetivos,arch,arqueado,-,-,-,-
adjetivos,aloof,arredio,-,-,-,-
adjetivos,adventurous,aventuroso,arriesgado,hasardeux,abenteuerlich,-
adjetivos,distressed,agoniado,angustiado,affligé,schmerzgeplagt,-
adjetivos,burro,burrinho,-,-,-,-
adjetivos,civic,cívico,-,-,-,-
adjetivos,scenic,cênico,-,-,-,-
adjetivos,formal,cerimonioso,-,-,feierlich,-
adjetivos,passionate,extremado,extremado,excessif,extrem,-
adjetivos,choice,escolhido,-,-,-,-
adjetivos,kept,guardado,sin romper,entretenu,-,-
adjetivos,heady,inebriante,-,-,-,-
adjetivos,unfortunate,infausto,-,-,-,-
adjetivos,posted,lançado,-,-,-,-
adjetivos,cast-off,largado,-,-,-,-
adjetivos,apologetic,laudatório,-,-,-,-
adjetivos,condign,merecido,-,bien mérité,verdient,-
adjetivos,intermixed,mesclado,-,-,-,-
adjetivos,void,inválido,cero,zéro,nichtig,-
adjetivos,oniric,onírico,-,-,-,-
adjetivos,operant,operante,-,-,-,-
adjetivos,ostensive,ostensivo,-,-,-,-
adjetivos,fatherly,paternal,-,-,väterlich,-
adjetivos,rooted,petrificado,-,-,-,-
adjetivos,reborn,renovado,-,-,-,-
adjetivos,salutary,salutar,-,bienfaisant,gesund,-
adjetivos,telluric,telúrico,-,terrestre,-,-
adjetivos,timorous,temeroso,temeroso,-,feige,-
adjetivos,-,ducal,-,ducal,herzoglich,-
adjetivos,-,justaposto,-,juxtaposé,-,-
adverbios,above,acima,sobre,au-dessus de,über,sopra
adverbios,down,abaixo,hacia abajo,en bas,herab,sotto
adverbios,up,adiante,adelante,en avant,vorwärts,avanti
adverbios,ahead,anteriormente,anteriormente,auparavant,davor,davanti
adverbios,now,agora,ahora,maintenant,jetzt,adesso
adverbios,there,ali,ahí,là,da,ivi
adverbios,tomorrow,amanhã,mañana,demain,morgen,domani
adverbios,after,após,después,après,hinter,dietro
adverbios,here,aqui,acá,ici,hier,qua
adverbios,over there,acolá,ahí,là,da,laggiú
adverbios,through,através,a través,à travers,kreuzweise,attraverso
adverbios,behind time,atrasado,no explotado,arriéré,rückständig,non sfruttato
adverbios,ahead,avante,adelante,en avant,vorwärts,avanti
adverbios,accidentally,acidentalmente,accidentalmente,accidentellement,versehentlich,casualmente
adverbios,welcome,bem,bienvenido,bienvenu,Willkommen,benvenuto
adverbios,brief,breve,corto,court,kurz,corto
adverbios,enough,bastante,bastante,assez,genug,abbastanza
adverbios,shortly,cedo,temprano,tôt,bald,presto
adverbios,fence,cerca,cerca,clôture,Zaun,attorno
adverbios,altogether,completamente,completamente,complètement,ganz,completamente
adverbios,constantly,constantemente,incesantemente,constamment,beständig,continuamente
adverbios,correctly,adequadamente,justamente,bien,genau,correttamente
adverbios,cautiously,cautelosamente,a conciencia,prudemment,vorsichtig,accuratamente
adverbios,consequently,consequentemente,consecuentemente,en conséquence,logischerweise,così
adverbios,gamely,corajosamente,abaldonadamente,audacieusement,heldenhaft,ardimentosamente
adverbios,chronically,cronicamente,crónicamente,chroniquement,chronisch,cronicamente
adverbios,interestingly enough,curiosamente,curiosamente,curieusement,merkwürdigerweise,balordamente
adverbios,next,a seguir,después,après,später,dopo
adverbios,within,dentro,dentro,dans,in,dentro
adverbios,slow,devagar,despacio,doucement,langsam,lentamente
adverbios,aimed,directamente,directamente,directement,aufrecht,direttamente
adverbios,difficultly,dificilmente,dificilmente,difficilement,schwer,difficilmente
adverbios,effectively,eficientemente,eficientemente,activement,effektiv,efficacemente
adverbios,downstairs,embaixo,abajo,dessous,unten,giù
adverbios,upon,em cima,arriba,en haut,oben,di sopra
adverbios,eventually,enfim,al final,finalement,NOT eventuell,alla fine
adverbios,wrong,erradamente,erradamente,abusivement,fehlerhaft,erratamente
adverbios,specifically,especificamente,específicamente,spécifiquement,ausdrücklich,specificamente
adverbios,uncannily,estranhamente,extrañamente,bizarrement,komischerweise,balordamente
adverbios,eternally,eternamente,siempre,toujours,allemal,sempre
adverbios,eventually,enfim,al final,finalement,NOT eventuell,alla fine
adverbios,easily,facilmente,fácilmente,facilement,leicht,agevolmente
adverbios,a lot,amiúde,a menudo,beaucoup,häufig,frequentemente
adverbios,eventually,enfim,al final,finalement,NOT eventuell,alla fine
adverbios,coldly,friamente,fríamente,froidement,kalt,freddamente
adverbios,generally,em geral,generalmente,généralement,generell,in genere
adverbios,charmingly,graciosamente,graciosamente,gracieusement,anmutig,leggiadramente
adverbios,sorely,grandemente,grandemente,cruellement,hoch,molto
adverbios,face screaming in fear,gritando,cara atemorizada,-,Vor Angst schreiender Smiley,faccina terrorizzata
adverbios,today,hoje,hoy,aujourd’hui,heute,oggi
adverbios,immediately,imediatamente,de inmediato,immédiatement,sofort,fra poco
adverbios,accidental,desgraçadamente,desgraciadamente,malheureusement,bedauerlich,per sfortuna
adverbios,early on,inicialmente,inicialmente,initialement,anfänglich,da prima
adverbios,deeply,intensamente,intensamente,intensément,intensiv,intensamente
adverbios,about,juntamente,cerca,près,beiläufig,vicino
adverbios,accurately,exatamente,justamente,précisément,akkurat,giustamente
adverbios,side,lado,medio,face,Seite,lato
adverbios,slowly,davagar,lentamente,lentement,langsam,lentamente
adverbios,far,distante,lejano,lointain,entfernt,lontano
adverbios,somewhat,ligeiramente,ligeramente,assez,ein wenig,alquanto
adverbios,locally,localmente,localmente,localement,aktuell,localmente
adverbios,legally,legalmente,legalmente,légalement,legal,legalmente
adverbios,plus,mais,y,plus,und,più
adverbios,minus,menos,menos,moins,geringer,meno
adverbios,very,muito,muy,très,sehr,molto
adverbios,bad,mal,mal,à peine,kaum,paggio
adverbios,better,melhor,mejor,meilleur,besser,meglio di
adverbios,darkly,misteriosamente,misteriosamente,mystérieusement,geheim,enigmaticamente
adverbios,momentarily,momentaneamente,momentáneamente,d’un moment à l’autre,augenblicklich,per un momento
adverbios,never,jamais,jamás,jamais,nie,giammai
adverbios,of course,claro,por supuesto,bien entendu,natürlich,certo
adverbios,inevitably,necessariamente,necesariamente,nécessairement,notwendigerweise,fatalmente
adverbios,yesterday,ontem,ayer,hier,gestern,ieri
adverbios,obviously,obviamente,obviamente,clairement,axiomatisch,evidentemente
adverbios,occasionally,ocasionalmente,a veces,occasionnellement,gelegentlich,occasionalmente
adverbios,officially,oficialmente,oficialmente,officiellement,offiziell,formalmente
adverbios,ordinarily,ordinariamente,ordinariamente,banalement,gewöhnlich,abitualmente
adverbios,aggressively,ousadamente,audazmente,audacieusement,kaltblütig,audacemente
adverbios,few,pouco,poco,peu,wenig,poco
adverbios,about,perto,alrededor,autour,nah,vicina
adverbios,hair,pelo,pelo,poil,Haar,peli
adverbios,might,pode ser que,puede que,peut-être,vielleicht,forse
adverbios,with a vengeance,plenamente,plenamente,pleinement,ganz,completamente
adverbios,publicly,publicamente,públicamente,publiquement,öffentlich,pubblicamente
adverbios,patiently,pacientemente,pacientemente,patiemment,geduldig,pazientemente
adverbios,partially,parcialmente,parcialmente,partiellement,teils,in parte
adverbios,for good,permanentemente,permanentemente,en permanence,permanent,definitivamente
adverbios,positively,positivamente,positivamente,positivement,positiv,positivamente
adverbios,almost,quase,casi,presque,fast,quasi
adverbios,just,recentemente,acabar de,venir de,gerade,recentemente
adverbios,equably,regularmente,regularmente,régulièrement,gleichmäßig,regolarmente
adverbios,relatively,relativamente,relativamente,relativement,relativ,relativamente
adverbios,suddenly,de repente,de pronto,soudainement,plötzlich,all’improvviso
adverbios,dutifully,respeitosamente,respetuosamente,respectueusement,ehrbietig,ossequiosamente
adverbios,routinely,por hábito,rutinariamente,de routine,routinemässig,abitudinario
adverbios,always,sempre,siempre,toujours,immer,sempre
adverbios,just,só,solitario,juste,einfach,solo
adverbios,silently,silenciosamente,silenciosamente,silencieusement,ruhig,calmo
adverbios,just,simplesmente,simplemente,bonnement,einfach,appena
adverbios,truly,sinceramente,sinceramente,sincèrement,aufrichtig,davvero
adverbios,apace,depressa,de prisa,rapidement,flugs,presto
adverbios,amazingly,surpreendentemente,sorprendentemente,surprenantement,überraschend,sorprendentemente
adverbios,late,tarde,tarde,tard,spät,tarde
adverbios,as,tanto,tan,aussi,also,tanto
adverbios,utterly,totalmente,completamente,complètement,ganz,completamente
adverbios,peacefully,tranquilamente,tranquilamente,pacifiquement,ruhig,tranquillamente
adverbios,sadly,tristemente,tristemente,malheureusement,traurig,tristemente
adverbios,lately,recentemente,recientemente,dernièrement,neulich,recentemente
adverbios,solely,unicamente,únicamente,uniquement,allein,esclusivamente
adverbios,sorely,urgentemente,urgentemente,urgentement,eindringlich,disperatamente
adverbios,usefully,utilmente,útilmente,avec fruit,-,utilmente
adverbios,absolutely,deveras,de veras,vraiment,fürwahr,davvero
adverbios,gladly,de boa vontade,de buena gana,volontiers,am liebsten,piuttosto
adverbios,like blazes,velozmente,velozmente,promptement,rasch,rapidamente
adverbios,zealously,zelosamente,celosamente,avec zèle,in eifriger Weise,zelantemente
adverbios,equable,bem-humorado,-,-,-,-
adverbios,unobtrusively,discretamente,discretamente,discrètement,-,-
adverbios,absently,distraidamente,distraídamente,-,-,-
adverbios,twice,duplamente,doblemente,-,-,-
adverbios,scarcely,escassamente,escasamente,-,-,-
adverbios,by fits and starts,intermitentemente,intermitentemente,par accès,intermittierend,-
adverbios,tongue-in-cheek,jocosamente,jocosamente,plaisamment,-,-
adverbios,painstakingly,meticulosamente,meticulosamente,-,-,-
adverbios,conspicuously,ostensivamente,ostensiblemente,en apparence,-,-
adverbios,then,seguidamente,después,puis,danach,-
adverbios,brightly,vivamente,vivamente,vivement,forsch,-
adverbios,-,coincidentemente,coincidentemente,-,-,-
adverbios,-,dolosamente,dolosamente,-,-,-
adverbios,-,lucidamente,lúcidamente,-,-,-
adverbios,-,literariamente,literariamente,-,-,-
adverbios,-,morosamente,morosamente,-,-,-
adverbios,-,nobremente,noblemente,-,-,-
adverbios,-,precocemente,precozmente,-,-,-
adverbios,-,privadamente,privadamente,-,-,-
adverbios,-,optimamente,-,-,-,-
verbos_infinitivos,rock,abalar,afectar,affecter,schaukeln,cullare
verbos_infinitivos,kindle,acender,encender,allumer,entfachen,accendere
verbos_infinitivos,amaze,admirar,admirar,étonner,in Verwunderung setzen,sbalordire
verbos_infinitivos,rattle,agitar,agitar,s’entrechoquer,agitieren,agitare
verbos_infinitivos,cushion,amortecer,amortiguar suavizar proteger,amortir,abstumpfen,ammorbidire
verbos_infinitivos,abrogate,anular,abrogar derogar,annuler,abschaffen,annullare
verbos_infinitivos,ameliorate,aperfeiçoar,mejorar,améliorer,verbessern,migliorare
verbos_infinitivos,arrange,arranjar,disponer,arranger,arrangieren,disporre
verbos_infinitivos,sign,assinar,subscribirse,s’abonner,abonnieren,abbonarsi
verbos_infinitivos,audit,inspecionar,atender,surveiller,Obacht geben,aspettare
verbos_infinitivos,increase,acrescentar,aumentar,augmenter,vergrößern,aumentare
verbos_infinitivos,appraise,ajuizar,apreciar,apprécier,abschätzen,apprezzare
verbos_infinitivos,open,abrir,abrir,ouvrir,aufmachen,accendere
verbos_infinitivos,accept,acatar,acatar,adopter,hören,obbedire
verbos_infinitivos,adopt,adotar,adoptar,adopter,adoptieren,adottare
verbos_infinitivos,sink,afundar,hundir,s’enfoncer,sinken,affondare
verbos_infinitivos,augur,agourar,adivinar,prédire,prognostizieren,predire
verbos_infinitivos,allay,adoçar,arromar,adoucir,abstumpfen,ammorbidire
verbos_infinitivos,go on,amparar,conservar,maintenir,aufbewahren,appoggiare
verbos_infinitivos,moor,ancorar,amarrar,amarrer,ankern,ancorare
verbos_infinitivos,vacuum,aspirar,anhelar,aspirer,erstreben,bramare
verbos_infinitivos,drink,beber,beber,boire,trinken,bere
verbos_infinitivos,shine,brilhar,brillar,briller,leuchten,brillare
verbos_infinitivos,beat,bater,acertar,battre,hauen,battere
verbos_infinitivos,search,buscar,buscar,chercher,suchen,cercare
verbos_infinitivos,dance,bailar,bailar,danser,tanzen,ballare
verbos_infinitivos,exile,banir,desterrar,bannir,bannen,bandire
verbos_infinitivos,bless,abençoar,bendecir,bénir,benedeien,benedire
verbos_infinitivos,sing,cantar,cantar,chanter,singen,cantare
verbos_infinitivos,fuck,comer,cachar,baiser,bumsen,fottere
verbos_infinitivos,race,correr,correr,courir,laufen,correre
verbos_infinitivos,drive,andar,encontrarse,aller,fahren,andare
verbos_infinitivos,attend,cuidar,atender a,soigner,behandeln,curare
verbos_infinitivos,calculate,calcular,calcular,calculer,ausrechnen,calcolare
verbos_infinitivos,seize,capturar,arrestar,saisir,Einhalt gebieten,arrestare
verbos_infinitivos,celebrate,celebrar,celebrar,célébrer,feiern,celebrare
verbos_infinitivos,name,chamar,denominar,dénommer,bezeichnen,nomare
verbos_infinitivos,cover,cobrir,cubrir,habiller,abdecken,vestire
verbos_infinitivos,coexist,coexistir,coexistir,coexister,koexistieren,coesistere
verbos_infinitivos,spoon,colher,cuchara,cuillère,Löffel,cucchiaio
verbos_infinitivos,head,comandar,dirigir,commander,führen,disporre
verbos_infinitivos,know,conhecer,conocer,savoir,kennen,conoscere
verbos_infinitivos,build,construir,construir,construire,bauen,edificare
verbos_infinitivos,count,contar,contar,compter,zählen,contare
verbos_infinitivos,heart,coração,corazón,cœur,Herz,cuore
verbos_infinitivos,grow,crescer,crecer,croître,wachsen,aumentare
verbos_infinitivos,cross,cruzar,cruzar,croiser,kreuzen,ibridare
verbos_infinitivos,dance,dançar,bailar,danser,tanzen,ballare
verbos_infinitivos,abate,declinar,bajarse,arrêter,nachlassen,scamparla
verbos_infinitivos,say,dizer,decir,dire,sagen,contare
verbos_infinitivos,sleep,dormir,dormir,dormir,schlafen,dormire
verbos_infinitivos,give,dar,dar,donner,geben,dare
verbos_infinitivos,decide,decidir,decidir,décider,beschließen,decidere
verbos_infinitivos,advocate,advocar,abogar,préconiser,abwehren,difendere
verbos_infinitivos,desire,desejar,desear,souhaiter,begehren,desiderare
verbos_infinitivos,go,destruir,destruir,détruire,kaputt sein,disintegrare
verbos_infinitivos,withdraw,devolver,devolver,retirer,zurücknehmen,restituire
verbos_infinitivos,split,dividir,dividir,ceindre,aufteilen,dividere
verbos_infinitivos,donate,doar,donar,donner,schenken,donare
verbos_infinitivos,drain,drenagem,drenar,drainer,dränen,essicare
verbos_infinitivos,go on,avançar,continuar,continuer,dauern,continuare
verbos_infinitivos,doubt,duvidar,dudar,douter,bezweifeln,dubitare
verbos_infinitivos,teach,ensinar,enseñar,enseigner,beibringen,insegnare
verbos_infinitivos,write,escrever,escribir,écrire,schreiben,scrivere
verbos_infinitivos,study,estudar,estudiar,étudier,lernen,studiare
verbos_infinitivos,be,estar,estar,être,sein,essere
verbos_infinitivos,come into,entrar,entrar,entrer,durchdringen,entrare
verbos_infinitivos,name,eleger,elegir,choisir,nennen,eleggere
verbos_infinitivos,hope,esperar,esperar,espérer,hoffen,sperare
verbos_infinitivos,explain,explicar,explicar,expliquer,erklären,spiegare
verbos_infinitivos,entrance,encantar,encantar,enchanter,anmuten,incantare
verbos_infinitivos,involve,envolver,envolver,emmailloter,einwickeln,avvolgere
verbos_infinitivos,tool,equipar,equipar,équiper,ausreeden,armare
verbos_infinitivos,scramble,escalar,escalar,scalaire,Skalar,scalare
verbos_infinitivos,spread,espalhar,esparcir,disperser,zerstreuen,disperdere
verbos_infinitivos,lay,deitar,acostar,coucher,legen,ingrandire
verbos_infinitivos,prevent,evitar,prevenir,empêcher,aufputzen,adornare
verbos_infinitivos,abate,barrar,tachar,exclure,ausnehmen,eliminare
verbos_infinitivos,mine,explorar,extraer,examiner,erforschen,estrarre
verbos_infinitivos,elate,exaltar,exaltar,exalter,in Exaltation versetzen,esaltare
verbos_infinitivos,do,fazer,hacer,faire,machen,creare
verbos_infinitivos,stand,ficar,estar de pie,être debout,stehen,restare
verbos_infinitivos,talk,conversar,conversar,parler,reden,parlare
verbos_infinitivos,close,cerrar,cerrar,fermer,schliessen,chiudere
verbos_infinitivos,flee,fugir,huir,fuir,ausweichen,fuggire
verbos_infinitivos,smelt,fundir,derretir,fondre,schmelzen,sciogliere
verbos_infinitivos,spend,gastar,gastar,dépenser,ausgeben,spendere
verbos_infinitivos,gain,ganhar,ganar,gagner,gewinnen,guadagnare
verbos_infinitivos,spin,girar,girar,tournoyer,rollen,ruotare
verbos_infinitivos,save,armazenar,ahorrar,épargner,speichern,immagazzinare
verbos_infinitivos,generate,gerar,generar,générer,generieren,generare
verbos_infinitivos,cry,bradar,gritar,crier,schreien,gridare
verbos_infinitivos,hand,auxiliar,conducir,conduire,geleiten,condurre
verbos_infinitivos,affirm,afiançar,aducir,affirmer,behaupten,affermare
verbos_infinitivos,play,gravar,grabar,jouer,ritzen,masterizzare
verbos_infinitivos,dwell,estar hospedado,habitar,habiter,bewohnen,abitare
verbos_infinitivos,honour,homenagear,honrar,honorer,beehren,rispettare
verbos_infinitivos,go,ir,ir,aller,fahren,andare
verbos_infinitivos,invade,conquistar,invadir,envahir,eindringen,invadere
verbos_infinitivos,kindle,inspirar,dictar,exalter,entfachen,animare
verbos_infinitivos,interact,interagir,interaccionar,fréquenter,interagieren,interagire
verbos_infinitivos,innovate,inovar,innovar,innover,innovieren,instaurare
verbos_infinitivos,invest,investir,invertir,donner l’investiture (à),einführen,invertire
verbos_infinitivos,ignore,ignorar,ignorar,ignorer,ignorieren,disconoscere
verbos_infinitivos,assert,constranger,constreñir,obliger,aufdringen,costringere
verbos_infinitivos,play,jogar,jugar,jouer,spielen,giocare
verbos_infinitivos,judge,julgar,achacar,attribuer,anweisen,decidere
verbos_infinitivos,join,juntar,juntar,déduire,beitreten,radunare
verbos_infinitivos,swear,jurar,jurar,jurer,schwören,giurare
verbos_infinitivos,justify,justificar,justificar,dispenser,im Blocksatz ausrichten,giustificare
verbos_infinitivos,alarm,advertir,advertir,alerter,Lärm schlagen,avvertire
verbos_infinitivos,read,ler,leer,lire,lesen,leggere
verbos_infinitivos,stand,levantar,levantarse,se lever,aufstehen,alzare
verbos_infinitivos,link,ligar,unir,communiquer,verlinken,collegare
verbos_infinitivos,clear,enxugar,enjugar,essuyer,wischen,pulire
verbos_infinitivos,fight,lutar,batallar,combattre,fechten,azzuffarsi
verbos_infinitivos,log,lançar,registrar,vomir,ausspeien,vomitare
verbos_infinitivos,launder,lavar,lavar,laver,spülen,lavare
verbos_infinitivos,head,comandar,dirigir,commander,führen,capeggiare
verbos_infinitivos,locate,localizar,localizar,localiser,begrenzen,individuare
verbos_infinitivos,acclaim,aplaudir,aplaudir,applaudir,Beifall klatschen,applaudire
verbos_infinitivos,profit,lucrar,beneficiarse,profiter,profitieren,profittare
verbos_infinitivos,slay,assassinar,asesinar,assassiner,töten,ammazzare
verbos_infinitivos,live,morar,vivir,habiter,wohnen,abitare
verbos_infinitivos,change,mudar,cambiar,changer,sich verändern,cambiare
verbos_infinitivos,show,apresentar,mostrar,montrer,zeigen,mostrare
verbos_infinitivos,ship,enviar,mandar,adresser,verschicken,spedire
verbos_infinitivos,affix,aprazar,definir,fixer,befestigen,definire
verbos_infinitivos,measure,medir,medir,mesurer,messen,misurare
verbos_infinitivos,duck,mergulhar,hundir,plonger,tauchen,immergere
verbos_infinitivos,stir,mexer,revolver,agiter,anstacheln,mescolare
verbos_infinitivos,minimize,minimizar,minimizar,minimiser,auf ein Minimum senken,minimizzare
verbos_infinitivos,model,moldar,modelar,modeler,typisch,creare
verbos_infinitivos,motion,movimentar,mover,bouger,bewegen,muoversi
verbos_infinitivos,multiply,multiplicar,multiplicar,multiplier,multiplizieren,moltiplicare
verbos_infinitivos,demonstrate,declarar,manifestar,manifester,manifestieren,dimostrare
verbos_infinitivos,ameliorate,aperfeiçoar,mejorar,améliorer,verbessern,migliorare
verbos_infinitivos,blend,baralhar,mezclar,mélanger,mengen,rinviare
verbos_infinitivos,swim,nadar,nadar,nager,schwimmen,nuotare
verbos_infinitivos,arise,nascer,nacer,naître,geboren werden,sorgere
verbos_infinitivos,deny,negar,negar,nier,verweigern,negare
verbos_infinitivos,name,chamar,denominar,dénommer,bezeichnen,nomare
verbos_infinitivos,notice,notar,darse cuenta,se rendre compte,erkennen,notare
verbos_infinitivos,nourish,nutrir,nutrir,nourrir,beköstigen,alimentare
verbos_infinitivos,abide,obedecer,obedecer,obéir,befolgen,ubbidire
verbos_infinitivos,offer,apresentar,oferta,offrir,Angebot,offrire
verbos_infinitivos,look,olhar,mirar,regarder,betrachten,guardare
verbos_infinitivos,engage,encher,desempeñar,occuper,bekleiden,abitare
verbos_infinitivos,act,actuar,actuar,opérer,Wirkung ausüben,agire
verbos_infinitivos,organize,organizar,organizar,organiser,einrichten,ordinare
verbos_infinitivos,orientate,orientar,orientar,orienter,Osten) ausrichten,orientarsi
verbos_infinitivos,oppress,oprimir,oprimir,accabler,bedrängen,opprimere
verbos_infinitivos,pray,orar,orar,prier,beten,pregare
verbos_infinitivos,exhibit,ostentar,alardear,gaz,angeben,millantare
verbos_infinitivos,hear,ouvir,oír,entendre,hören,sentire
verbos_infinitivos,hate,odiar,odiar,détester,hassen,odiare
verbos_infinitivos,get,obter,conseguir,obtenir,besorgen,ottenere
verbos_infinitivos,acclaim,aclamar,aclamar,acclamer,akklamieren,acclamare
verbos_infinitivos,paint,pintar,pintar,peindre,anmalen,dipingere
verbos_infinitivos,ask,pedir,preguntar,demander,fragen,chiedere
verbos_infinitivos,think,pensar,pensar,penser,denken,pensare
verbos_infinitivos,hand,dar,planchar,donner,reichen,dare
verbos_infinitivos,take,pegar,coger,prendre,nehmen,abbrancare
